prompt,regenerations,structure_id
"Car with a flat top and pronounced geometric contours. The front and rear are symmetrically blocky, framing the structure distinctly.",1,13e09cef-7ad9-4215-87d2-cfd15f21aaf8
"Angular car form with a flat roof, blocky front, and rear sections. The roof aligns evenly with the sides, displaying a coherent geometric flow.",24,13e09cef-7ad9-4215-87d2-cfd15f21aaf8
"Car with a flat roof, aligned with side structures, angular block formation. The front and rear are prominently squared, creating a uniform appearance, while the sides taper slightly towards the bottom. The overall design emphasizes right angles and a compact profile.",6,13e09cef-7ad9-4215-87d2-cfd15f21aaf8
"Car with rectangular blocks, simple geometric design.",3,9a8da769-7261-47e9-9527-bd7a7cd35d50
A compact car composed of simple rectangular and square shapes.,3,9a8da769-7261-47e9-9527-bd7a7cd35d50
Rectangular-shaped car featuring block-like components and a structured form.,8,9a8da769-7261-47e9-9527-bd7a7cd35d50
"Blocky car design with a rectangular shape, tiered roof, and angular edges.",1,9a8da769-7261-47e9-9527-bd7a7cd35d50
"A rectangular car with a tiered roof and angular edges. The front includes a blocky bumper and headlights, while the rear showcases a chunky trunk. The roof is flat with a subtle stepped appearance, emphasizing the vehicle's compact proportions and geometric construction.",3,9a8da769-7261-47e9-9527-bd7a7cd35d50
"Car with rectangular blocks, simple geometric design.",15,c2e65db9-729f-468b-951b-7129c003e84a
A compact car composed of simple rectangular and square shapes.,3,c2e65db9-729f-468b-951b-7129c003e84a
Rectangular-shaped car featuring block-like components and a structured form.,1,c2e65db9-729f-468b-951b-7129c003e84a
"Blocky car design with a rectangular shape, tiered roof, and angular edges.",0,c2e65db9-729f-468b-951b-7129c003e84a
"A rectangular car with a tiered roof and angular edges. The front includes a blocky bumper and headlights, while the rear showcases a chunky trunk. The roof is flat with a subtle stepped appearance, emphasizing the vehicle's compact proportions and geometric construction.",4,c2e65db9-729f-468b-951b-7129c003e84a
Car with angular form and stepped roof design.,11,547473de-aa2f-4a04-a8f8-ac7ded827509
Compact car featuring a blocky exterior with distinct contours.,4,547473de-aa2f-4a04-a8f8-ac7ded827509
Box-shaped car with a layered roof and protruding side elements.,0,547473de-aa2f-4a04-a8f8-ac7ded827509
"Angular car body with elevated rear section, stepped roof, and squared front.",0,547473de-aa2f-4a04-a8f8-ac7ded827509
"The car has a geometric body with rectangular contours and a tiered roof. The front is flat and horizontal, with a rear section rising higher, emphasizing the roof's stepped design. Protrusions on the sides add depth and give it a distinct profile.",4,547473de-aa2f-4a04-a8f8-ac7ded827509
Car with angular form and stepped roof design.,9,b750d5f1-9121-4bb9-8284-9bb6bfc631c1
Compact car featuring a blocky exterior with distinct contours.,1,b750d5f1-9121-4bb9-8284-9bb6bfc631c1
Box-shaped car with a layered roof and protruding side elements.,10,b750d5f1-9121-4bb9-8284-9bb6bfc631c1
"Angular car body with elevated rear section, stepped roof, and squared front.",3,b750d5f1-9121-4bb9-8284-9bb6bfc631c1
"The car has a geometric body with rectangular contours and a tiered roof. The front is flat and horizontal, with a rear section rising higher, emphasizing the roof's stepped design. Protrusions on the sides add depth and give it a distinct profile.",40,b750d5f1-9121-4bb9-8284-9bb6bfc631c1
Compact car with angular form and simplified features.,5,569e4051-e596-418d-9f48-5fe7d1ae87bc
Small angular vehicle with block-like body and protrusions.,4,569e4051-e596-418d-9f48-5fe7d1ae87bc
Boxy car shape with stepped roof and raised rear section.,15,569e4051-e596-418d-9f48-5fe7d1ae87bc
The car has a blocky form with rectangular and angular sections. A stepped roofline gives it a layered appearance. The front has cubic shapes while the rear features raised elements.,5,569e4051-e596-418d-9f48-5fe7d1ae87bc
"This car has a solid, rectangular form with angular details. Its roof is tiered, creating a stepped effect. The front section is defined by cubic elements, while raised sections at the rear enhance its layered geometry. Rectangular doors and a flat top complete the construction.",0,569e4051-e596-418d-9f48-5fe7d1ae87bc
Compact car with angular form and simplified features.,11,4299d4f8-7e72-4f38-94b4-26be746bc35e
Small angular vehicle with block-like body and protrusions.,1,4299d4f8-7e72-4f38-94b4-26be746bc35e
Boxy car shape with stepped roof and raised rear section.,6,4299d4f8-7e72-4f38-94b4-26be746bc35e
The car has a blocky form with rectangular and angular sections. A stepped roofline gives it a layered appearance. The front has cubic shapes while the rear features raised elements.,0,4299d4f8-7e72-4f38-94b4-26be746bc35e
"This car has a solid, rectangular form with angular details. Its roof is tiered, creating a stepped effect. The front section is defined by cubic elements, while raised sections at the rear enhance its layered geometry. Rectangular doors and a flat top complete the construction.",29,4299d4f8-7e72-4f38-94b4-26be746bc35e
Toy car with blocky structure and geometric features.,10,4c0d9f04-6e3e-4704-ad2d-74feaba89311
Blocky toy car with a flat top and protruding front.,6,4c0d9f04-6e3e-4704-ad2d-74feaba89311
"Toy car with a stepped, blocky front, sloped rear, and rectangular body.",56,4c0d9f04-6e3e-4704-ad2d-74feaba89311
"Toy car featuring a rectangular body with layered, blocky front and rear shapes. The roof is flat and the sides are uniformly aligned.",8,4c0d9f04-6e3e-4704-ad2d-74feaba89311
"The toy car has a rectangular body with a layered front comprised of stacked, protruding blocks. The back features a sloped, stepped design, while the flat roof integrates seamlessly with the symmetrical sides. Each component maintains a distinct geometric alignment, enhancing the overall blocky appearance.",3,4c0d9f04-6e3e-4704-ad2d-74feaba89311
Toy car with blocky structure and geometric features.,5,bd30d7e0-9ce8-4766-a60d-b52b980fd089
Blocky toy car with a flat top and protruding front.,2,bd30d7e0-9ce8-4766-a60d-b52b980fd089
"Toy car with a stepped, blocky front, sloped rear, and rectangular body.",59,bd30d7e0-9ce8-4766-a60d-b52b980fd089
"Toy car featuring a rectangular body with layered, blocky front and rear shapes. The roof is flat and the sides are uniformly aligned.",1,bd30d7e0-9ce8-4766-a60d-b52b980fd089
"The toy car has a rectangular body with a layered front comprised of stacked, protruding blocks. The back features a sloped, stepped design, while the flat roof integrates seamlessly with the symmetrical sides. Each component maintains a distinct geometric alignment, enhancing the overall blocky appearance.",6,bd30d7e0-9ce8-4766-a60d-b52b980fd089
Compact car with blocky features and simple geometric shapes.,13,376364f4-1554-4e90-9f5d-8b454b71f84a
A small vehicle with a rectangular front and rounded edges.,10,376364f4-1554-4e90-9f5d-8b454b71f84a
"The car has a flat roof, uniform rectangular sides, and rounded rear.",6,376364f4-1554-4e90-9f5d-8b454b71f84a
"A vehicle featuring a square front, curved top, four smooth corners, and an elevated back section.",23,376364f4-1554-4e90-9f5d-8b454b71f84a
"The car displays a compact form with a square front and rear, curved roof, and slightly recessed upper surface. The back is elevated with block-like protrusions on top, transitioning into a sloped rear section.",0,376364f4-1554-4e90-9f5d-8b454b71f84a
Compact car with blocky features and simple geometric shapes.,5,0c2bd583-3949-406b-9d00-0a9b735783ad
A small vehicle with a rectangular front and rounded edges.,9,0c2bd583-3949-406b-9d00-0a9b735783ad
"The car has a flat roof, uniform rectangular sides, and rounded rear.",5,0c2bd583-3949-406b-9d00-0a9b735783ad
"A vehicle featuring a square front, curved top, four smooth corners, and an elevated back section.",20,0c2bd583-3949-406b-9d00-0a9b735783ad
"The car displays a compact form with a square front and rear, curved roof, and slightly recessed upper surface. The back is elevated with block-like protrusions on top, transitioning into a sloped rear section.",4,0c2bd583-3949-406b-9d00-0a9b735783ad
Compact car with blocky exterior and tiered layers.,7,5ee05504-eaf5-468e-acfa-3a90cde7f8b5
Rectangular car with tiered roof and squared-off body.,11,5ee05504-eaf5-468e-acfa-3a90cde7f8b5
"Blocky car featuring a flat roof, layered sides, and squared front.",1,5ee05504-eaf5-468e-acfa-3a90cde7f8b5
"Cuboid car with an elevated rear, stepped front end, and symmetrical layout.",17,5ee05504-eaf5-468e-acfa-3a90cde7f8b5
"A rectangular car with a blocky structure, featuring a tiered square roof and an elevated rear. The sides are layered, forming a step-like contour, with the blocky front end extending slightly. The horizontal orientation of the bricks provides a sturdy overall framework and a cohesive geometric appearance.",3,5ee05504-eaf5-468e-acfa-3a90cde7f8b5
Compact car with blocky exterior and tiered layers.,38,efe4e1db-d96c-47f3-a03c-de7ad8d448e3
Rectangular car with tiered roof and squared-off body.,66,efe4e1db-d96c-47f3-a03c-de7ad8d448e3
"Blocky car featuring a flat roof, layered sides, and squared front.",35,efe4e1db-d96c-47f3-a03c-de7ad8d448e3
"Cuboid car with an elevated rear, stepped front end, and symmetrical layout.",7,efe4e1db-d96c-47f3-a03c-de7ad8d448e3
"A rectangular car with a blocky structure, featuring a tiered square roof and an elevated rear. The sides are layered, forming a step-like contour, with the blocky front end extending slightly. The horizontal orientation of the bricks provides a sturdy overall framework and a cohesive geometric appearance.",2,efe4e1db-d96c-47f3-a03c-de7ad8d448e3
A blocky car with defined geometric contours.,1,63604527-e14d-42ae-9b55-1d4003521d2e
A compact car with a series of angular features and stepped sides.,11,63604527-e14d-42ae-9b55-1d4003521d2e
"Car featuring angular sides and a sloped roof, emphasizing blocky construction.",5,63604527-e14d-42ae-9b55-1d4003521d2e
"Car with block-like elements, angular supports, a tiered roof, and offset arrangement.",8,63604527-e14d-42ae-9b55-1d4003521d2e
"A car comprising interconnected blocky structures with angular sides. The roof has a stepped design with parallel rows and a sloped front. The front and rear are tiered, leading to a rectangular top. The sides mirror each other with angular contours both horizontally and vertically.",1,63604527-e14d-42ae-9b55-1d4003521d2e
A blocky car with defined geometric contours.,25,1ed22430-f50e-4e32-b08a-59b84c77fb62
A compact car with a series of angular features and stepped sides.,10,1ed22430-f50e-4e32-b08a-59b84c77fb62
"Car featuring angular sides and a sloped roof, emphasizing blocky construction.",12,1ed22430-f50e-4e32-b08a-59b84c77fb62
"Car with block-like elements, angular supports, a tiered roof, and offset arrangement.",7,1ed22430-f50e-4e32-b08a-59b84c77fb62
"A car comprising interconnected blocky structures with angular sides. The roof has a stepped design with parallel rows and a sloped front. The front and rear are tiered, leading to a rectangular top. The sides mirror each other with angular contours both horizontally and vertically.",5,1ed22430-f50e-4e32-b08a-59b84c77fb62
Compact car with a blocky shape and raised sections.,7,02ced8df-dcca-4879-97de-e7b2e8b1c158
"Compact vehicle with angular profile, defined edges, and elevated portions.",12,02ced8df-dcca-4879-97de-e7b2e8b1c158
"Rectangular car body with squared edges, elevated back section, staggered front.",21,02ced8df-dcca-4879-97de-e7b2e8b1c158
"Boxy car form, squared contours, elevated rear area, recessed front, grooved roof.",4,02ced8df-dcca-4879-97de-e7b2e8b1c158
"Rectangular car with angular features, prominent rear elevation, recesses near the front, and a contoured roof design.",9,02ced8df-dcca-4879-97de-e7b2e8b1c158
Compact car with a blocky shape and raised sections.,25,c898905c-dd1d-435c-ba36-0553c80a0e4f
"Compact vehicle with angular profile, defined edges, and elevated portions.",4,c898905c-dd1d-435c-ba36-0553c80a0e4f
"Rectangular car body with squared edges, elevated back section, staggered front.",7,c898905c-dd1d-435c-ba36-0553c80a0e4f
"Boxy car form, squared contours, elevated rear area, recessed front, grooved roof.",9,c898905c-dd1d-435c-ba36-0553c80a0e4f
"Rectangular car with angular features, prominent rear elevation, recesses near the front, and a contoured roof design.",6,c898905c-dd1d-435c-ba36-0553c80a0e4f
Car with blocky frame and tiered roof.,7,698842f1-552b-4b54-8e17-1d34536b7c5f
A car with a solid frame and stepped roofline.,2,698842f1-552b-4b54-8e17-1d34536b7c5f
"Compact car, rectangular frame, tiered roof, wheels concealed within arches.",6,698842f1-552b-4b54-8e17-1d34536b7c5f
"Blocky car with a rectangular base, tiered roofline, and four visible arches housing wheel-like structures.",6,698842f1-552b-4b54-8e17-1d34536b7c5f
"Blocky car with a rectangular frame featuring tiered layers on the roof. Each side has two box-like arches suggesting enclosed wheel structures, and a segmented rear indicating a flat back.",1,698842f1-552b-4b54-8e17-1d34536b7c5f
Car with blocky frame and tiered roof.,1,d7bfa46f-1bfd-422f-96a4-fc350a9a35f1
A car with a solid frame and stepped roofline.,6,d7bfa46f-1bfd-422f-96a4-fc350a9a35f1
"Compact car, rectangular frame, tiered roof, wheels concealed within arches.",7,d7bfa46f-1bfd-422f-96a4-fc350a9a35f1
"Blocky car with a rectangular base, tiered roofline, and four visible arches housing wheel-like structures.",30,d7bfa46f-1bfd-422f-96a4-fc350a9a35f1
"Blocky car with a rectangular frame featuring tiered layers on the roof. Each side has two box-like arches suggesting enclosed wheel structures, and a segmented rear indicating a flat back.",0,d7bfa46f-1bfd-422f-96a4-fc350a9a35f1
Rectangular car with a smooth roof and blocky construction.,6,d3fc2116-9c63-4e24-87dc-01112d2b8dee
"Box-shaped car featuring a flat roof and angular, layered build.",7,d3fc2116-9c63-4e24-87dc-01112d2b8dee
"Car with a rectangular body, flat top, and staggered block layers forming the exterior.",4,d3fc2116-9c63-4e24-87dc-01112d2b8dee
"Car with a rectangular form, smooth top surface, and stepped block sides. Front features a stepped face, while the rear is straight, creating a cohesive geometric shape.",4,d3fc2116-9c63-4e24-87dc-01112d2b8dee
"A car with a rectangular body and flat roof. Block-like layers define its shape, offering a stepped appearance along the sides. The front is composed of a series of protruding blocks, while the rear is aligned. The roof extends flatly from the front to the back.",0,d3fc2116-9c63-4e24-87dc-01112d2b8dee
Rectangular car with a smooth roof and blocky construction.,2,124add8e-f573-4758-81c6-705af7eb9b0d
"Box-shaped car featuring a flat roof and angular, layered build.",3,124add8e-f573-4758-81c6-705af7eb9b0d
"Car with a rectangular body, flat top, and staggered block layers forming the exterior.",5,124add8e-f573-4758-81c6-705af7eb9b0d
"Car with a rectangular form, smooth top surface, and stepped block sides. Front features a stepped face, while the rear is straight, creating a cohesive geometric shape.",6,124add8e-f573-4758-81c6-705af7eb9b0d
"A car with a rectangular body and flat roof. Block-like layers define its shape, offering a stepped appearance along the sides. The front is composed of a series of protruding blocks, while the rear is aligned. The roof extends flatly from the front to the back.",12,124add8e-f573-4758-81c6-705af7eb9b0d
A toy car with a boxy structure.,1,76e3dcf9-d83c-44fb-94a7-d747b05eecc9
Rectangular car with distinct front and rear sections.,2,76e3dcf9-d83c-44fb-94a7-d747b05eecc9
Car features a flat top with segmented front and rear parts.,11,76e3dcf9-d83c-44fb-94a7-d747b05eecc9
"Block-shaped car with a flat roof, distinct front grille, and rear.",5,76e3dcf9-d83c-44fb-94a7-d747b05eecc9
"The car displays a flat rectangular roof and segmented body. The front features layered brickwork, forming a grille-like structure. The sides are straight, leading to a slightly raised rear end with defined edges.",6,76e3dcf9-d83c-44fb-94a7-d747b05eecc9
A toy car with a boxy structure.,2,824d2d7a-71f3-426a-ab14-bf8f1dd915d7
Rectangular car with distinct front and rear sections.,25,824d2d7a-71f3-426a-ab14-bf8f1dd915d7
Car features a flat top with segmented front and rear parts.,9,824d2d7a-71f3-426a-ab14-bf8f1dd915d7
"Block-shaped car with a flat roof, distinct front grille, and rear.",3,824d2d7a-71f3-426a-ab14-bf8f1dd915d7
"The car displays a flat rectangular roof and segmented body. The front features layered brickwork, forming a grille-like structure. The sides are straight, leading to a slightly raised rear end with defined edges.",20,824d2d7a-71f3-426a-ab14-bf8f1dd915d7
Car with angular form and layered structure.,12,98332cad-ef10-4082-aef3-17aa8eca7d87
Compact car featuring squared sections and stepped contours.,6,98332cad-ef10-4082-aef3-17aa8eca7d87
"Geometric car with a rectangular body, elevated layers, and smooth edges.",8,98332cad-ef10-4082-aef3-17aa8eca7d87
"Angular vehicle body with multiple tiers and symmetry across length, featuring a recessed core.",13,98332cad-ef10-4082-aef3-17aa8eca7d87
A car featuring an elongated rectangular body with two flat layers forming the roof and hood. The car exhibits angular edges with stepped components and a recessed center section that adds depth to the otherwise smooth top profile.,0,98332cad-ef10-4082-aef3-17aa8eca7d87
Car with angular form and layered structure.,4,bea12b74-ae4c-49c7-a01a-33d796c61d89
Compact car featuring squared sections and stepped contours.,14,bea12b74-ae4c-49c7-a01a-33d796c61d89
"Geometric car with a rectangular body, elevated layers, and smooth edges.",13,bea12b74-ae4c-49c7-a01a-33d796c61d89
"Angular vehicle body with multiple tiers and symmetry across length, featuring a recessed core.",9,bea12b74-ae4c-49c7-a01a-33d796c61d89
A car featuring an elongated rectangular body with two flat layers forming the roof and hood. The car exhibits angular edges with stepped components and a recessed center section that adds depth to the otherwise smooth top profile.,11,bea12b74-ae4c-49c7-a01a-33d796c61d89
Compact car with an angular body and defined edges.,3,0dcade3e-e326-4a05-ae1e-741945677d27
Rectangular car with a sloped front and squared rear.,6,0dcade3e-e326-4a05-ae1e-741945677d27
"Car with a flat top, slanted windshield area, and boxy rear.",6,0dcade3e-e326-4a05-ae1e-741945677d27
"Vehicle body consisting of an angled nose, flat roof, and vertical tail. The sides are consistent in height, creating a uniform profile.",20,0dcade3e-e326-4a05-ae1e-741945677d27
"Car featuring an angular body with a slightly elevated front section, transitioning into a flat roof. The rear structure maintains a consistent, rectangular form. Front features include a sloped design and recessed sections. The sides are even, giving it a balanced appearance.",3,0dcade3e-e326-4a05-ae1e-741945677d27
Compact car with an angular body and defined edges.,18,2c9b051b-7764-4793-be64-99b5a5117596
Rectangular car with a sloped front and squared rear.,6,2c9b051b-7764-4793-be64-99b5a5117596
"Car with a flat top, slanted windshield area, and boxy rear.",2,2c9b051b-7764-4793-be64-99b5a5117596
"Vehicle body consisting of an angled nose, flat roof, and vertical tail. The sides are consistent in height, creating a uniform profile.",7,2c9b051b-7764-4793-be64-99b5a5117596
"Car featuring an angular body with a slightly elevated front section, transitioning into a flat roof. The rear structure maintains a consistent, rectangular form. Front features include a sloped design and recessed sections. The sides are even, giving it a balanced appearance.",9,2c9b051b-7764-4793-be64-99b5a5117596
"Compact car with a blocky, geometric shape.",18,bbdc5a67-c0c4-41ea-bb84-a8dcc84d9aea
"Rectangular car body with a tiered, stepped roof.",4,bbdc5a67-c0c4-41ea-bb84-a8dcc84d9aea
"Car featuring a rectangular base, squared front, with staggered roofline.",22,bbdc5a67-c0c4-41ea-bb84-a8dcc84d9aea
"Boxy car design with a tiered roof, rectangular sides, and a squared-off front end.",8,bbdc5a67-c0c4-41ea-bb84-a8dcc84d9aea
A heavily geometric car with a rectangular body featuring a three-layered roof. The front and rear ends form a blocky structure. The symmetrical layout includes side indentations and an angular roof that mimics a stair-step pattern.,9,bbdc5a67-c0c4-41ea-bb84-a8dcc84d9aea
Compact toy car with distinct geometric features.,25,eb93c75d-382e-4276-bacf-d8e77abae552
A rectangular car-like figure with rising edges and indented surfaces.,8,eb93c75d-382e-4276-bacf-d8e77abae552
"The car structure features a symmetrical layout, a flat elevated top, and a recessed front section.",2,eb93c75d-382e-4276-bacf-d8e77abae552
"A small vehicle form with rising side elements, a hollowed front, and a flat, leveled back section, showing symmetrical design.",8,eb93c75d-382e-4276-bacf-d8e77abae552
"This car silhouette has a boxy frame with raised side edges, two symmetrical indents at the front, and a flat rear. The base appears even and rectangular, while the elevated sections add depth and a layered aspect.",13,eb93c75d-382e-4276-bacf-d8e77abae552
Compact toy car with distinct geometric features.,6,61059002-eb57-4784-bdd5-fe9c5dae0e53
A rectangular car-like figure with rising edges and indented surfaces.,16,61059002-eb57-4784-bdd5-fe9c5dae0e53
"The car structure features a symmetrical layout, a flat elevated top, and a recessed front section.",6,61059002-eb57-4784-bdd5-fe9c5dae0e53
"A small vehicle form with rising side elements, a hollowed front, and a flat, leveled back section, showing symmetrical design.",8,61059002-eb57-4784-bdd5-fe9c5dae0e53
"This car silhouette has a boxy frame with raised side edges, two symmetrical indents at the front, and a flat rear. The base appears even and rectangular, while the elevated sections add depth and a layered aspect.",6,61059002-eb57-4784-bdd5-fe9c5dae0e53
Car with a streamlined rectangular body and protruding features.,100,f7d42480-7971-436d-b4b4-b63ef3ae2a75
A compact car form with a sloped hood and recessed midsection.,2,f7d42480-7971-436d-b4b4-b63ef3ae2a75
"The vehicle features a block-like rear, elevated corners, and a tiered rooftop.",6,f7d42480-7971-436d-b4b4-b63ef3ae2a75
"Compact vehicle with a tiered roofline, indented midsection, and blocky rear components nestled between elevated front and rear corners.",1,f7d42480-7971-436d-b4b4-b63ef3ae2a75
"A compact car design with a rectangular body and tiered roof. The hood slopes slightly downward, leading to a recessed section between raised sections at the front and rear. Elevated corners enhance the silhouette, while blocky features define the rear and enhance the geometric aesthetic.",20,f7d42480-7971-436d-b4b4-b63ef3ae2a75
Car with a streamlined rectangular body and protruding features.,17,972350ef-19f8-45a5-b0bc-3c1478c71fc4
A compact car form with a sloped hood and recessed midsection.,6,972350ef-19f8-45a5-b0bc-3c1478c71fc4
"The vehicle features a block-like rear, elevated corners, and a tiered rooftop.",4,972350ef-19f8-45a5-b0bc-3c1478c71fc4
"Compact vehicle with a tiered roofline, indented midsection, and blocky rear components nestled between elevated front and rear corners.",4,972350ef-19f8-45a5-b0bc-3c1478c71fc4
"A compact car design with a rectangular body and tiered roof. The hood slopes slightly downward, leading to a recessed section between raised sections at the front and rear. Elevated corners enhance the silhouette, while blocky features define the rear and enhance the geometric aesthetic.",24,972350ef-19f8-45a5-b0bc-3c1478c71fc4
"Compact car with blocky, rectangular form.",17,67660873-2019-4999-8eda-0862f4b21c69
"The car has a stepped, horizontal layered construction.",5,67660873-2019-4999-8eda-0862f4b21c69
Rectangular car featuring a block-like shape with tiered front.,23,67660873-2019-4999-8eda-0862f4b21c69
"Rectangular car with blocky steps at the front end, tiered layers, and a smooth roof.",3,67660873-2019-4999-8eda-0862f4b21c69
"The car displays a rectangular body with a tiered front. The roof is flat, while the sides are vertically aligned. Steps create a layered effect towards the front, enhancing depth. The overall structure showcases precise geometric arrangement with interconnected rectangular components.",53,67660873-2019-4999-8eda-0862f4b21c69
"Compact car with blocky, rectangular form.",13,22c0b5c8-9183-48b7-b703-21d72a6cc9ee
"The car has a stepped, horizontal layered construction.",20,22c0b5c8-9183-48b7-b703-21d72a6cc9ee
Rectangular car featuring a block-like shape with tiered front.,11,22c0b5c8-9183-48b7-b703-21d72a6cc9ee
"Rectangular car with blocky steps at the front end, tiered layers, and a smooth roof.",1,22c0b5c8-9183-48b7-b703-21d72a6cc9ee
"The car displays a rectangular body with a tiered front. The roof is flat, while the sides are vertically aligned. Steps create a layered effect towards the front, enhancing depth. The overall structure showcases precise geometric arrangement with interconnected rectangular components.",2,22c0b5c8-9183-48b7-b703-21d72a6cc9ee
"Vehicle with rounded top, rectangular body, and blocky frame.",24,d27131e6-1b60-4bb9-bf03-b24baf8a2027
Brick-built vehicle with a rectangular body and rounded corners.,2,d27131e6-1b60-4bb9-bf03-b24baf8a2027
"Blocky vehicle featuring a rounded top, flat front, and layered sides.",9,d27131e6-1b60-4bb9-bf03-b24baf8a2027
"Compact vehicle with a multi-layered body, gently rounded top, and squared front.",3,d27131e6-1b60-4bb9-bf03-b24baf8a2027
"A compact vehicle with a rectangular form and gently rounded top. The vehicle features a layered side profile and a flat front. The back is squared, providing a balanced structure, and the roof seamlessly transitions into the body with a slight curve.",2,d27131e6-1b60-4bb9-bf03-b24baf8a2027
"Vehicle with rounded top, rectangular body, and blocky frame.",7,45625495-7d34-4d43-aa9f-67fefe8c6d25
Brick-built vehicle with a rectangular body and rounded corners.,42,45625495-7d34-4d43-aa9f-67fefe8c6d25
"Blocky vehicle featuring a rounded top, flat front, and layered sides.",5,45625495-7d34-4d43-aa9f-67fefe8c6d25
"Compact vehicle with a multi-layered body, gently rounded top, and squared front.",5,45625495-7d34-4d43-aa9f-67fefe8c6d25
"A compact vehicle with a rectangular form and gently rounded top. The vehicle features a layered side profile and a flat front. The back is squared, providing a balanced structure, and the roof seamlessly transitions into the body with a slight curve.",27,45625495-7d34-4d43-aa9f-67fefe8c6d25
"Compact vehicle with an angular, geometric profile.",6,1b53e2fe-3865-415b-91ad-bb7606453581
A compact automobile with distinct angular features and stacked layers.,9,1b53e2fe-3865-415b-91ad-bb7606453581
"Compact vehicle featuring a squared rear, rounded front, and blocky roof.",4,1b53e2fe-3865-415b-91ad-bb7606453581
"The car showcases a sloped front, pronounced blocky sections, and an angular roofline.",12,1b53e2fe-3865-415b-91ad-bb7606453581
"The car features a rounded front, a squared rear, and a layered roof with distinct geometric angles and multiple stacked sections.",1,1b53e2fe-3865-415b-91ad-bb7606453581
"Compact vehicle with an angular, geometric profile.",5,37efc50b-e65b-4264-a4dd-b31da750806e
A compact automobile with distinct angular features and stacked layers.,6,37efc50b-e65b-4264-a4dd-b31da750806e
"Compact vehicle featuring a squared rear, rounded front, and blocky roof.",2,37efc50b-e65b-4264-a4dd-b31da750806e
"The car showcases a sloped front, pronounced blocky sections, and an angular roofline.",7,37efc50b-e65b-4264-a4dd-b31da750806e
"The car features a rounded front, a squared rear, and a layered roof with distinct geometric angles and multiple stacked sections.",8,37efc50b-e65b-4264-a4dd-b31da750806e
Sedan with a rectangular body and curved front.,10,1c2a9eb5-056f-48fc-a78b-d7118acf1c2e
"A compact car featuring a smooth, rectangular shape with rounded edges.",6,1c2a9eb5-056f-48fc-a78b-d7118acf1c2e
"Car with a boxy rear and sloping hood. The top is flat, blending into curved sides.",1,1c2a9eb5-056f-48fc-a78b-d7118acf1c2e
"Compact vehicle with a rectangular main body, sloped front, flat top, and smooth edges.",5,1c2a9eb5-056f-48fc-a78b-d7118acf1c2e
"A compact car having a rectangular main body and slightly curved sides. The top is flat, while the front end slopes gently, leading to a defined, boxy rear.",1,1c2a9eb5-056f-48fc-a78b-d7118acf1c2e
Sedan with a rectangular body and curved front.,0,e46c4a39-86b5-4318-9b38-6efeb77ec474
"A compact car featuring a smooth, rectangular shape with rounded edges.",2,e46c4a39-86b5-4318-9b38-6efeb77ec474
"Car with a boxy rear and sloping hood. The top is flat, blending into curved sides.",3,e46c4a39-86b5-4318-9b38-6efeb77ec474
"Compact vehicle with a rectangular main body, sloped front, flat top, and smooth edges.",0,e46c4a39-86b5-4318-9b38-6efeb77ec474
"A compact car having a rectangular main body and slightly curved sides. The top is flat, while the front end slopes gently, leading to a defined, boxy rear.",0,e46c4a39-86b5-4318-9b38-6efeb77ec474
Compact brick car with geometric symmetry.,19,8d170434-1836-4c11-bfde-06392604b4bb
Rectangular car with a sloped roof and angular edges.,0,8d170434-1836-4c11-bfde-06392604b4bb
"Car featuring a rectangular base, sloped front, and tiered roof.",4,8d170434-1836-4c11-bfde-06392604b4bb
"This car exhibits a rectangular body, with a gently sloped roof connecting to a stepped rear section and a flat front end.",76,8d170434-1836-4c11-bfde-06392604b4bb
"A geometric car structure featuring a rectangular base and four-wheeled form, with a sloped roof merging into a flat trunk. The front end is boxy, with defined tiered layers leading up to a flat top, and sides that curve slightly to form the body.",0,8d170434-1836-4c11-bfde-06392604b4bb
Compact brick car with geometric symmetry.,0,414ba8eb-9659-4533-b136-dea2f310869c
Rectangular car with a sloped roof and angular edges.,2,414ba8eb-9659-4533-b136-dea2f310869c
"Car featuring a rectangular base, sloped front, and tiered roof.",10,414ba8eb-9659-4533-b136-dea2f310869c
"This car exhibits a rectangular body, with a gently sloped roof connecting to a stepped rear section and a flat front end.",8,414ba8eb-9659-4533-b136-dea2f310869c
"A geometric car structure featuring a rectangular base and four-wheeled form, with a sloped roof merging into a flat trunk. The front end is boxy, with defined tiered layers leading up to a flat top, and sides that curve slightly to form the body.",10,414ba8eb-9659-4533-b136-dea2f310869c
Compact car with a rectangular shape and rounded front.,2,10640005-63e1-411b-8736-c97741788865
"Compact automobile featuring a blocky shape, with a rounded leading edge.",11,10640005-63e1-411b-8736-c97741788865
"Automobile showing a rectangular body, rounded front, and tiered roofline.",3,10640005-63e1-411b-8736-c97741788865
"Car composed of a block-like body, tiered roof, and distinct wheels suggested by the base elements.",5,10640005-63e1-411b-8736-c97741788865
"A compact car with a rectangular design, rounded front end, and tiered roof. It features a simple undercarriage suggesting wheels, a defined roofline tapering towards the rear, and a back section implying a rear bumper.",8,10640005-63e1-411b-8736-c97741788865
Compact car with a rectangular shape and rounded front.,9,ea2bbd3f-647a-4dab-9572-864047d76b2e
"Compact automobile featuring a blocky shape, with a rounded leading edge.",1,ea2bbd3f-647a-4dab-9572-864047d76b2e
