structure_id,prompt,collision,already_rejected
851d8b02-e05b-421e-9168-3274241b6e48,A small car featuring a rectangular body and angular edges.,1,1
851d8b02-e05b-421e-9168-3274241b6e48,"Car with a blocky form, a boxy roof, and precise square corners.",12,115
851d8b02-e05b-421e-9168-3274241b6e48,"The vehicle has a box-like main body with a subtly sloped front and a flat rear end, complemented by distinct layered panels.",15,31
851d8b02-e05b-421e-9168-3274241b6e48,"A compact car composed of a rectangular main body, a slightly elevated hood, and a flattened roof. The roof slants gently towards a squared rear, while each side showcases layered formations.",9,8
910a84db-74cf-4afd-91d1-5a7d8b1a2455,Compact car with brick-like geometric features.,20,63
910a84db-74cf-4afd-91d1-5a7d8b1a2455,"Car with a boxy shape, rectangular sides, and flat top.",5,20
910a84db-74cf-4afd-91d1-5a7d8b1a2455,"Rectangular car, flat top, tiered sides, and block-like front.",25,74
910a84db-74cf-4afd-91d1-5a7d8b1a2455,Car with a stepped roof and recessed lower sections adding dimension.,18,28
910a84db-74cf-4afd-91d1-5a7d8b1a2455,"A car with a distinct rectangular form, featuring a flat roof composed of uniform bricks. The sides have a slight taper towards the bottom, creating a streamlined look, while the front and rear are squared off with visible brick outlines enhancing its angular appearance.",29,147,1
1ccc75b8-57e3-47d6-b9b5-d0f4203bc1bb,Compact car with brick-like geometric features.,14,38
1ccc75b8-57e3-47d6-b9b5-d0f4203bc1bb,"Car with a boxy shape, rectangular sides, and flat top.",1
1ccc75b8-57e3-47d6-b9b5-d0f4203bc1bb,"Rectangular car, flat top, tiered sides, and block-like front.",22,173
1ccc75b8-57e3-47d6-b9b5-d0f4203bc1bb,Car with a stepped roof and recessed lower sections adding dimension.,14,76
1ccc75b8-57e3-47d6-b9b5-d0f4203bc1bb,"A car with a distinct rectangular form, featuring a flat roof composed of uniform bricks. The sides have a slight taper towards the bottom, creating a streamlined look, while the front and rear are squared off with visible brick outlines enhancing its angular appearance.",1,9,23
2c093212-203e-49c6-82f2-ac245c5e4e49,Compact car with angular and block-like form.,5,65
2c093212-203e-49c6-82f2-ac245c5e4e49,A small vehicle featuring a stepped roof and rectilinear shape.,5,9
2c093212-203e-49c6-82f2-ac245c5e4e49,"Vehicle with a boxy silhouette, tiered roof, and even proportions.",21,150
2c093212-203e-49c6-82f2-ac245c5e4e49,"A compact automobile with distinct tiers forming the roof, rectangular body, and evenly distributed geometric shapes.",142,446
2c093212-203e-49c6-82f2-ac245c5e4e49,"The car has a blocky structure with a defined rectangular base. The roof is tiered into two steps, with a straight, slightly sloped upper surface. The sides are uniform, with the front and rear maintaining the rectangular form.",17,158
eaccd35b-808b-4538-92c7-d0f09192ad1e,Compact car with angular and block-like form.,67,369
eaccd35b-808b-4538-92c7-d0f09192ad1e,A small vehicle featuring a stepped roof and rectilinear shape.,3,10
eaccd35b-808b-4538-92c7-d0f09192ad1e,"Vehicle with a boxy silhouette, tiered roof, and even proportions.",15,97
eaccd35b-808b-4538-92c7-d0f09192ad1e,"A compact automobile with distinct tiers forming the roof, rectangular body, and evenly distributed geometric shapes.",44,104
eaccd35b-808b-4538-92c7-d0f09192ad1e,"The car has a blocky structure with a defined rectangular base. The roof is tiered into two steps, with a straight, slightly sloped upper surface. The sides are uniform, with the front and rear maintaining the rectangular form.",9,42
2a7de36f-3f31-4e78-864e-04a48a10444d,"Compact car with a simple, blocky shape.",15,130
2a7de36f-3f31-4e78-864e-04a48a10444d,Small vehicle featuring a block-like structure and rounded edges.,93,229,1
2a7de36f-3f31-4e78-864e-04a48a10444d,"Car with a rectangular body, subtly arched roof, and clean lines.",46,257
2a7de36f-3f31-4e78-864e-04a48a10444d,"Compact car with a squared front, smooth roof, and raised rear. The body extends slightly in the front and back.",4
2a7de36f-3f31-4e78-864e-04a48a10444d,"A compact car with a block-like form. It has a squared front section, a smoothly curved roof extending to the back, and a raised rear section. The car's body displays a straightforward geometric arrangement, with the roof subtly arched over the main rectangular mass.",18,161
a9ec8e19-3757-4196-97df-72c18818c8c9,"Compact car with a simple, blocky shape.",38,109
a9ec8e19-3757-4196-97df-72c18818c8c9,Small vehicle featuring a block-like structure and rounded edges.,10,87
a9ec8e19-3757-4196-97df-72c18818c8c9,"Car with a rectangular body, subtly arched roof, and clean lines.",5,12
a9ec8e19-3757-4196-97df-72c18818c8c9,"Compact car with a squared front, smooth roof, and raised rear. The body extends slightly in the front and back.",6
a9ec8e19-3757-4196-97df-72c18818c8c9,"A compact car with a block-like form. It has a squared front section, a smoothly curved roof extending to the back, and a raised rear section. The car's body displays a straightforward geometric arrangement, with the roof subtly arched over the main rectangular mass.",24,42,1
8b955f3f-1ce5-4847-8cd2-6ab52344efea,"Compact automobile featuring a tiered, rectangular structure.",42,124
8b955f3f-1ce5-4847-8cd2-6ab52344efea,Small car with a stepped roofline and blocky silhouette.,5,6
8b955f3f-1ce5-4847-8cd2-6ab52344efea,"Boxy car body, a stepped roof, and a sloped front end.",29,119
8b955f3f-1ce5-4847-8cd2-6ab52344efea,"Automobile with a tiered roof, flat base, protruding corners, and rounded edges defining the front.",7
8b955f3f-1ce5-4847-8cd2-6ab52344efea,"A compact, blocky car featuring a stepped roof and tiered design. The flat base supports the rounded corners and a sloped front. Rectangular formations highlight each tier, giving the vehicle a structured, angular appearance.",18,25
20e0356c-1947-4936-82c3-3186af59468f,"Compact automobile featuring a tiered, rectangular structure.",97,352
20e0356c-1947-4936-82c3-3186af59468f,Small car with a stepped roofline and blocky silhouette.,58,258
20e0356c-1947-4936-82c3-3186af59468f,"Boxy car body, a stepped roof, and a sloped front end.",20,81
20e0356c-1947-4936-82c3-3186af59468f,"Automobile with a tiered roof, flat base, protruding corners, and rounded edges defining the front.",16,33
20e0356c-1947-4936-82c3-3186af59468f,"A compact, blocky car featuring a stepped roof and tiered design. The flat base supports the rounded corners and a sloped front. Rectangular formations highlight each tier, giving the vehicle a structured, angular appearance.",13,99
7206d931-60e0-4a3a-8aa1-f297f4aefa62,Compact car with a blocky shape and angular contours.,21,49
7206d931-60e0-4a3a-8aa1-f297f4aefa62,A small vehicle featuring a flat top and angled sides.,25,33
7206d931-60e0-4a3a-8aa1-f297f4aefa62,"Compact automobile with a squared rear, sloped front, and angular sides.",110,208
7206d931-60e0-4a3a-8aa1-f297f4aefa62,"Small car showcasing a blocky body, sloped front, squared rear, and pronounced angles.",33,239
7206d931-60e0-4a3a-8aa1-f297f4aefa62,"A compact car with a blocky structure, featuring a flat top surface interrupted by a raised section at the rear, an angled front protruding from the main body, and a robust squared-off rear. The sides have distinct angular formations, giving the car a geometric appearance.",146,467
c2dc6276-bd2a-4a46-9d1d-3a8f61bffcb2,Compact car with a blocky shape and angular contours.,12,27
c2dc6276-bd2a-4a46-9d1d-3a8f61bffcb2,A small vehicle featuring a flat top and angled sides.,14,117
c2dc6276-bd2a-4a46-9d1d-3a8f61bffcb2,"Compact automobile with a squared rear, sloped front, and angular sides.",2,4
c2dc6276-bd2a-4a46-9d1d-3a8f61bffcb2,"Small car showcasing a blocky body, sloped front, squared rear, and pronounced angles.",5,4
c2dc6276-bd2a-4a46-9d1d-3a8f61bffcb2,"A compact car with a blocky structure, featuring a flat top surface interrupted by a raised section at the rear, an angled front protruding from the main body, and a robust squared-off rear. The sides have distinct angular formations, giving the car a geometric appearance.",115,159
382fa91e-92a9-435b-8974-b2da747070b7,Compact car with a rounded front and rectangular body.,306,888,1
382fa91e-92a9-435b-8974-b2da747070b7,A small car featuring a sloped front and blocky rear section.,17,46
382fa91e-92a9-435b-8974-b2da747070b7,"Car with a smooth front, sharp roof corners, and flat rear side.",5,78
382fa91e-92a9-435b-8974-b2da747070b7,"Boxy car with a slanted hood, detailed roof bumps, and a squared-off back end.",3,1
382fa91e-92a9-435b-8974-b2da747070b7,"The car has a compact form with a sloped front leading to a flat roof. Rectangular shapes define its sides, and the rear is sharply squared. The roof surface displays small, orderly bumps, contributing to the overall geometric consistency of the design.",29,266
0d5ee615-3458-44fd-93e0-485687491492,Compact car with a rounded front and rectangular body.,12,21
0d5ee615-3458-44fd-93e0-485687491492,A small car featuring a sloped front and blocky rear section.,17,31
0d5ee615-3458-44fd-93e0-485687491492,"Car with a smooth front, sharp roof corners, and flat rear side.",30,91
0d5ee615-3458-44fd-93e0-485687491492,"Boxy car with a slanted hood, detailed roof bumps, and a squared-off back end.",8,32
0d5ee615-3458-44fd-93e0-485687491492,"The car has a compact form with a sloped front leading to a flat roof. Rectangular shapes define its sides, and the rear is sharply squared. The roof surface displays small, orderly bumps, contributing to the overall geometric consistency of the design.",17,44
86477eeb-ce68-434a-aceb-159710ddff67,Compact car with angular contours and distinct geometric shapes.,203,588,1
86477eeb-ce68-434a-aceb-159710ddff67,A small car featuring angular sides and a blocky front.,50,365
86477eeb-ce68-434a-aceb-159710ddff67,An angular car with a blocky front and discrete geometric surfaces.,8,45
86477eeb-ce68-434a-aceb-159710ddff67,"The car has a compact body with tapered angles, a squared front, and a detailed roof surface.",162,385
86477eeb-ce68-434a-aceb-159710ddff67,"A compact car showcasing angular, block-shaped surfaces with a squared front and tiered roof architecture. The car’s roof features layered segments, and the sides present a step-like contour.",2,5
e25be470-20bc-467f-9249-980b29fc490d,Compact car with angular contours and distinct geometric shapes.,92,486,1
e25be470-20bc-467f-9249-980b29fc490d,A small car featuring angular sides and a blocky front.,7,15,1
e25be470-20bc-467f-9249-980b29fc490d,An angular car with a blocky front and discrete geometric surfaces.,20,130
e25be470-20bc-467f-9249-980b29fc490d,"The car has a compact body with tapered angles, a squared front, and a detailed roof surface.",36,190
e25be470-20bc-467f-9249-980b29fc490d,"A compact car showcasing angular, block-shaped surfaces with a squared front and tiered roof architecture. The car’s roof features layered segments, and the sides present a step-like contour.",10,93
2fa3910e-1595-4c2a-890f-b1ea39c89b7f,An automobile with a compact rectangular silhouette.,7,68
2fa3910e-1595-4c2a-890f-b1ea39c89b7f,A boxy vehicle featuring a block-like body and defined edges.,8,35
2fa3910e-1595-4c2a-890f-b1ea39c89b7f,"Car with a flat roof, segmented body, and prominent rectangular hood.",7,8
2fa3910e-1595-4c2a-890f-b1ea39c89b7f,"Car showing a flat top, rectangular sides, and smooth, curved front edges. The back panels appear slightly elevated.",415,1468,1
2fa3910e-1595-4c2a-890f-b1ea39c89b7f,"A vehicle with a flat rectangular roof, detailed body with uneven surfaces, and curved frontal contours. The base is slightly wider at the rear, gradually narrowing towards the front with distinct rectangular sections for windows and doors.",353,1033,1
f3fda703-641b-41ba-b742-4c7b8cbdb243,An automobile with a compact rectangular silhouette.,20,142
f3fda703-641b-41ba-b742-4c7b8cbdb243,A boxy vehicle featuring a block-like body and defined edges.,8,30
f3fda703-641b-41ba-b742-4c7b8cbdb243,"Car with a flat roof, segmented body, and prominent rectangular hood.",66,119
f3fda703-641b-41ba-b742-4c7b8cbdb243,"Car showing a flat top, rectangular sides, and smooth, curved front edges. The back panels appear slightly elevated.",6,22
f3fda703-641b-41ba-b742-4c7b8cbdb243,"A vehicle with a flat rectangular roof, detailed body with uneven surfaces, and curved frontal contours. The base is slightly wider at the rear, gradually narrowing towards the front with distinct rectangular sections for windows and doors.",18,77
3885ecdc-a49f-49c4-aab3-409316058eac,A brick-built car with a compact rectangular shape.,184,432
3885ecdc-a49f-49c4-aab3-409316058eac,A small car with a rectangular body and tiered surfaces.,24,79
3885ecdc-a49f-49c4-aab3-409316058eac,"A brick car featuring defined edges, a rectangular base, and layered tiers.",8,31
3885ecdc-a49f-49c4-aab3-409316058eac,"A vehicle structure consisting of a rectangular base, overlapping brick rows creating tiered upper levels, and pronounced edges at the front and rear.",26,114
3885ecdc-a49f-49c4-aab3-409316058eac,"A car with a sturdy rectangular base. Rows of stacked bricks form a tiered upper section, with distinct front and rear corners, creating a compact yet structured appearance.",9,38
e6785220-ffc6-4f7b-a395-ddc2c28ae4d3,A brick-built car with a compact rectangular shape.,23,166
e6785220-ffc6-4f7b-a395-ddc2c28ae4d3,A small car with a rectangular body and tiered surfaces.,60,359,1
e6785220-ffc6-4f7b-a395-ddc2c28ae4d3,"A brick car featuring defined edges, a rectangular base, and layered tiers.",27,34
e6785220-ffc6-4f7b-a395-ddc2c28ae4d3,"A vehicle structure consisting of a rectangular base, overlapping brick rows creating tiered upper levels, and pronounced edges at the front and rear.",47,138
e6785220-ffc6-4f7b-a395-ddc2c28ae4d3,"A car with a sturdy rectangular base. Rows of stacked bricks form a tiered upper section, with distinct front and rear corners, creating a compact yet structured appearance.",19,14
207fcb2c-4b86-4e6b-9a1b-45b1763ace5b,Compact car with layered geometric build.,116,519,1
207fcb2c-4b86-4e6b-9a1b-45b1763ace5b,"A small car featuring a layered, blocky structure.",193,1065,3
207fcb2c-4b86-4e6b-9a1b-45b1763ace5b,"Compact car with a boxy form, layered body, and defined edges.",3,70
207fcb2c-4b86-4e6b-9a1b-45b1763ace5b,"This car has a compact, block-based design with distinct rectangular layers and a defined, elevated rear section accented by smaller, protruding elements.",2
207fcb2c-4b86-4e6b-9a1b-45b1763ace5b,"The car showcases a compact, layered design with a boxy shape. The front is rounded with a multi-level block arrangement. The rear section rises slightly with smaller protrusions at the top. The car's profile is flat on the bottom, with the sides maintaining a consistent block height.",29,173
1cd3110b-43cc-4808-ad0a-fbde21a64e6f,Compact car with layered geometric build.,5,21
1cd3110b-43cc-4808-ad0a-fbde21a64e6f,"A small car featuring a layered, blocky structure.",23,196
1cd3110b-43cc-4808-ad0a-fbde21a64e6f,"Compact car with a boxy form, layered body, and defined edges.",6,3
1cd3110b-43cc-4808-ad0a-fbde21a64e6f,"This car has a compact, block-based design with distinct rectangular layers and a defined, elevated rear section accented by smaller, protruding elements.",4,7
1cd3110b-43cc-4808-ad0a-fbde21a64e6f,"The car showcases a compact, layered design with a boxy shape. The front is rounded with a multi-level block arrangement. The rear section rises slightly with smaller protrusions at the top. The car's profile is flat on the bottom, with the sides maintaining a consistent block height.",158,867
7f932e71-0687-4d99-bbc9-d7539310d19b,"Rectangular toy car with a flat, elongated body.",1
7f932e71-0687-4d99-bbc9-d7539310d19b,"Toy car featuring a rectangular, elongated body with layered details.",6,4
7f932e71-0687-4d99-bbc9-d7539310d19b,"Rectangular-bodied toy car with a flat top, grid-like surface, and layered sides.",1,10,36
7f932e71-0687-4d99-bbc9-d7539310d19b,"Elongated rectangular toy car with a flat top, grid pattern surface, layered side bricks, and geometric end details."
7f932e71-0687-4d99-bbc9-d7539310d19b,"A toy car with an elongated rectangular body, featuring a grid-patterned top surface. The sides exhibit layered brick formations, while the front and rear have geometric cutouts formed by multiple bricks. The overall structure is compact, emphasizing a simplistic yet organized design.",4,5
e5bc0ab1-5131-4c79-9150-56a5ab3fd45f,"Rectangular toy car with a flat, elongated body.",33,98
e5bc0ab1-5131-4c79-9150-56a5ab3fd45f,"Toy car featuring a rectangular, elongated body with layered details.",8,34
e5bc0ab1-5131-4c79-9150-56a5ab3fd45f,"Rectangular-bodied toy car with a flat top, grid-like surface, and layered sides.",8,55
e5bc0ab1-5131-4c79-9150-56a5ab3fd45f,"Elongated rectangular toy car with a flat top, grid pattern surface, layered side bricks, and geometric end details.",71,385
e5bc0ab1-5131-4c79-9150-56a5ab3fd45f,"A toy car with an elongated rectangular body, featuring a grid-patterned top surface. The sides exhibit layered brick formations, while the front and rear have geometric cutouts formed by multiple bricks. The overall structure is compact, emphasizing a simplistic yet organized design.",2,2,7
fc990e84-4f16-4584-826e-e399ea78ade3,"Car with a blocky, streamlined body and raised roof.",59,360
fc990e84-4f16-4584-826e-e399ea78ade3,"A compact car, rectangular frame, elevated roof segment, flat hood.",60,127
fc990e84-4f16-4584-826e-e399ea78ade3,"An angular car shape featuring raised roof section, flat hood, and blocky rear.",74,211
fc990e84-4f16-4584-826e-e399ea78ade3,"Boxy car form with a defined roof, flat sides, square rear, and rectangular hood.",27,131
fc990e84-4f16-4584-826e-e399ea78ade3,"A rectangular car with a raised roof positioned centrally, flat hood extending forward, blocky rear area, and parallel side panels. Elevated roof contrasts with the overarching compact, angular shape.",32,133
1f31d5d4-7bdd-4119-895e-1fb93c172e3a,"Car with a blocky, streamlined body and raised roof.",47,269
1f31d5d4-7bdd-4119-895e-1fb93c172e3a,"A compact car, rectangular frame, elevated roof segment, flat hood.",24,87
1f31d5d4-7bdd-4119-895e-1fb93c172e3a,"An angular car shape featuring raised roof section, flat hood, and blocky rear.",30,138,1
1f31d5d4-7bdd-4119-895e-1fb93c172e3a,"Boxy car form with a defined roof, flat sides, square rear, and rectangular hood.",3,19
1f31d5d4-7bdd-4119-895e-1fb93c172e3a,"A rectangular car with a raised roof positioned centrally, flat hood extending forward, blocky rear area, and parallel side panels. Elevated roof contrasts with the overarching compact, angular shape.",69,271,2
b0af3ac0-b175-42a0-819a-1186530da63f,Car with a stepped roof and defined front and rear ends.,118,465
b0af3ac0-b175-42a0-819a-1186530da63f,A compact vehicle shape with a tiered roof and raised sides.,3
b0af3ac0-b175-42a0-819a-1186530da63f,"Rectangular car form with blocky roofline, elevated hood, and rear.",77,484,1
b0af3ac0-b175-42a0-819a-1186530da63f,"Boxy car structure, elevated roof with staggered blocks, and distinct bumper outlines.",71,115,1
b0af3ac0-b175-42a0-819a-1186530da63f,"Rectangular car with a tiered roof, layered hood, squared windows, and defined rear. Raised bumper adds dimension to the front and back.",5,20
f84b011e-8904-49fa-92ad-6351689c78e9,Car with a stepped roof and defined front and rear ends.,17,72
f84b011e-8904-49fa-92ad-6351689c78e9,A compact vehicle shape with a tiered roof and raised sides.,20,90
f84b011e-8904-49fa-92ad-6351689c78e9,"Rectangular car form with blocky roofline, elevated hood, and rear.",91,344
f84b011e-8904-49fa-92ad-6351689c78e9,"Boxy car structure, elevated roof with staggered blocks, and distinct bumper outlines.",17,77
f84b011e-8904-49fa-92ad-6351689c78e9,"Rectangular car with a tiered roof, layered hood, squared windows, and defined rear. Raised bumper adds dimension to the front and back."
0ba79fc1-e87f-4343-acbe-49dde9098c5e,Compact car with layered sections and angular form.,238,485
0ba79fc1-e87f-4343-acbe-49dde9098c5e,"Boxy vehicle with stacked layers and a tiered, angular profile.",61,250
0ba79fc1-e87f-4343-acbe-49dde9098c5e,Rectangular car featuring stepped layers forming a blocky silhouette.,13,41
0ba79fc1-e87f-4343-acbe-49dde9098c5e,"Angular car with a tiered body, block-like sections, and a squared roof.",7,9
0ba79fc1-e87f-4343-acbe-49dde9098c5e,"Angular car with a layered body featuring a squared roof and stepped sections; the front is lower, tapering back to a raised, blocky rear.",41,372,1
b2b85a7d-9e16-4839-895e-1d474966d4a6,Compact car with layered sections and angular form.
b2b85a7d-9e16-4839-895e-1d474966d4a6,"Boxy vehicle with stacked layers and a tiered, angular profile.",22,56,3
b2b85a7d-9e16-4839-895e-1d474966d4a6,Rectangular car featuring stepped layers forming a blocky silhouette.,31,167
b2b85a7d-9e16-4839-895e-1d474966d4a6,"Angular car with a tiered body, block-like sections, and a squared roof.",78,420,1
b2b85a7d-9e16-4839-895e-1d474966d4a6,"Angular car with a layered body featuring a squared roof and stepped sections; the front is lower, tapering back to a raised, blocky rear.",31,109
de470368-37e4-44f0-b63e-13d39af864e4,Car with a boxy body and four prominent wheels.,32,321
de470368-37e4-44f0-b63e-13d39af864e4,Compact car featuring a rectangular body and four rounded wheel units.
de470368-37e4-44f0-b63e-13d39af864e4,"A car with a stepped roofline, rectangular side panels, and visible wheel arches.",19,66
de470368-37e4-44f0-b63e-13d39af864e4,"Box-shaped car with a tiered roof, distinct cuboid sections, and four rounded wheel structures positioned at each corner.",46,266
de470368-37e4-44f0-b63e-13d39af864e4,"This car has a rectangular main body with a stepped roof creating a layered effect. The front and rear sections extend slightly beyond the central block, while four rounded wheel structures are aligned with each corner, providing a balanced, symmetrical foundation.",37,154
0c10ff39-1673-46d4-9097-439a5f450481,Car with a boxy body and four prominent wheels.,21,24
0c10ff39-1673-46d4-9097-439a5f450481,Compact car featuring a rectangular body and four rounded wheel units.,2,1
0c10ff39-1673-46d4-9097-439a5f450481,"A car with a stepped roofline, rectangular side panels, and visible wheel arches.",138,962,5
0c10ff39-1673-46d4-9097-439a5f450481,"Box-shaped car with a tiered roof, distinct cuboid sections, and four rounded wheel structures positioned at each corner.",2,14
0c10ff39-1673-46d4-9097-439a5f450481,"This car has a rectangular main body with a stepped roof creating a layered effect. The front and rear sections extend slightly beyond the central block, while four rounded wheel structures are aligned with each corner, providing a balanced, symmetrical foundation.",60,287
bb9f5829-3b6a-454d-9877-32cd1bb9dba3,"Car with angular roof, boxy body, and tiered surfaces.",120,815
bb9f5829-3b6a-454d-9877-32cd1bb9dba3,"Boxy vehicle with stepped front and rear, angled roof, and cubic form.",9,62
bb9f5829-3b6a-454d-9877-32cd1bb9dba3,Compact car featuring tiered sections and a slightly slanted roofline at the front and back.,29,227
bb9f5829-3b6a-454d-9877-32cd1bb9dba3,"Angular automobile with a low profile, flat roof, stepped hood and trunk, and parallel contours along the sides.",19,7
bb9f5829-3b6a-454d-9877-32cd1bb9dba3,"A rectangular car with a stepped design, featuring a slightly angled roof extending across a low-slung, cubic base. Both the front and rear exhibit a tiered configuration, while the sides are defined by straight, parallel lines.",1
8246e768-4a5e-40f3-bb23-d9ca73b277e6,"Car with angular roof, boxy body, and tiered surfaces.",10,7
8246e768-4a5e-40f3-bb23-d9ca73b277e6,"Boxy vehicle with stepped front and rear, angled roof, and cubic form.",37,184
8246e768-4a5e-40f3-bb23-d9ca73b277e6,Compact car featuring tiered sections and a slightly slanted roofline at the front and back.,103,138
8246e768-4a5e-40f3-bb23-d9ca73b277e6,"Angular automobile with a low profile, flat roof, stepped hood and trunk, and parallel contours along the sides.",29,302
8246e768-4a5e-40f3-bb23-d9ca73b277e6,"A rectangular car with a stepped design, featuring a slightly angled roof extending across a low-slung, cubic base. Both the front and rear exhibit a tiered configuration, while the sides are defined by straight, parallel lines.",10,6
3908fafc-a87f-4449-88e8-693df888e9b0,"Car with a blocky, angular body and tiered roof.",66,337
3908fafc-a87f-4449-88e8-693df888e9b0,Compact vehicle featuring a tiered roof and protruding front end.,13,26
3908fafc-a87f-4449-88e8-693df888e9b0,"Angular car design with a multi-layered roof, rectangular sides, and a distinct rear end.",94,530
3908fafc-a87f-4449-88e8-693df888e9b0,"Vehicle displaying a stepped roofline, square-shaped rear, and a layered frontal section, with sidewalls that converge towards the top.",2
3908fafc-a87f-4449-88e8-693df888e9b0,"A compact car exhibiting an angular body design. It has a tiered roof structure with the top slightly narrower than the base, giving the impression of stepped layers. The front end protrudes distinctly, while the rear is squared, contributing to its fortified appearance.",56,364,1,1
b35c96e5-8253-4987-b58b-f07f94794f99,"Car with a blocky, angular body and tiered roof.",10,130
b35c96e5-8253-4987-b58b-f07f94794f99,Compact vehicle featuring a tiered roof and protruding front end.,10,16
b35c96e5-8253-4987-b58b-f07f94794f99,"Angular car design with a multi-layered roof, rectangular sides, and a distinct rear end.",14,96
b35c96e5-8253-4987-b58b-f07f94794f99,"Vehicle displaying a stepped roofline, square-shaped rear, and a layered frontal section, with sidewalls that converge towards the top.",2,2
b35c96e5-8253-4987-b58b-f07f94794f99,"A compact car exhibiting an angular body design. It has a tiered roof structure with the top slightly narrower than the base, giving the impression of stepped layers. The front end protrudes distinctly, while the rear is squared, contributing to its fortified appearance.",40,245
12bda102-fcc6-44c3-9a16-1a32a6689dfc,A compact car shape with block-like features. ,44,183
12bda102-fcc6-44c3-9a16-1a32a6689dfc,A car form with a rectangular body and tiered front.,52,189
12bda102-fcc6-44c3-9a16-1a32a6689dfc,Rectangular car body with tiered sections in front and back.,52,1,141
12bda102-fcc6-44c3-9a16-1a32a6689dfc,"Cuboid car body with block-defined front and rear sections, angled roof.",13,136
12bda102-fcc6-44c3-9a16-1a32a6689dfc,"A boxy car outline with stacked front and rear details, rectangular body, flat hood, and slightly raised roof, suggesting a structured automobile concept.",39,160
4e3ce00d-c08c-4150-98e8-16876064e9fc,Compact car with defined geometric contours.,32,38
4e3ce00d-c08c-4150-98e8-16876064e9fc,A cuboid car featuring angular edges and layered surfaces.,63,208
4e3ce00d-c08c-4150-98e8-16876064e9fc,The car showcases a boxy form with a flat top and protruding front.,78,214
4e3ce00d-c08c-4150-98e8-16876064e9fc,"Box-like car structure with a squared roof, tiered back, and turret-style front.",6,34,3
4e3ce00d-c08c-4150-98e8-16876064e9fc,"Rectangular car with a level rooftop, stepped rear section, and a layered front edge. The roof extends above the flat side panels, while the rear forms a distinct tiered outline.",22,77
bf1cd87b-e973-4b58-a400-eb6325364bb4,Compact car with defined geometric contours.,5,14
bf1cd87b-e973-4b58-a400-eb6325364bb4,A cuboid car featuring angular edges and layered surfaces.,104,167
bf1cd87b-e973-4b58-a400-eb6325364bb4,The car showcases a boxy form with a flat top and protruding front.,48,210
bf1cd87b-e973-4b58-a400-eb6325364bb4,"Box-like car structure with a squared roof, tiered back, and turret-style front.",6,180
bf1cd87b-e973-4b58-a400-eb6325364bb4,"Rectangular car with a level rooftop, stepped rear section, and a layered front edge. The roof extends above the flat side panels, while the rear forms a distinct tiered outline.",57,531,1
5970f899-3702-4993-b5e8-254171722662,Compact car with a blocky exterior.,43,159
5970f899-3702-4993-b5e8-254171722662,"Rectangular car form with layered, stepped surfaces.",38,185
5970f899-3702-4993-b5e8-254171722662,Boxy car shape featuring angular protrusions and depressions.,10,126
5970f899-3702-4993-b5e8-254171722662,"Car with a rectangular base, stepped roof, and angular front and rear sections."
5970f899-3702-4993-b5e8-254171722662,"A car with a rectangular base, several stacked levels creating a stepped effect, an angular roof, and sharp front and rear extensions. Flat sides enhance its block-like appearance, while protrusions add to its contoured form.",155,581
348eeb66-b359-4cb3-9a62-56410e5412b2,Compact car with a blocky exterior.,32,109
348eeb66-b359-4cb3-9a62-56410e5412b2,"Rectangular car form with layered, stepped surfaces.",5,9
348eeb66-b359-4cb3-9a62-56410e5412b2,Boxy car shape featuring angular protrusions and depressions.,37,149
348eeb66-b359-4cb3-9a62-56410e5412b2,"Car with a rectangular base, stepped roof, and angular front and rear sections.",8,26
348eeb66-b359-4cb3-9a62-56410e5412b2,"A car with a rectangular base, several stacked levels creating a stepped effect, an angular roof, and sharp front and rear extensions. Flat sides enhance its block-like appearance, while protrusions add to its contoured form.",5,21
d50f601a-f889-4528-9dd2-78820d89cb34,Compact car shape with layered components and square contours.,124,667
d50f601a-f889-4528-9dd2-78820d89cb34,"Boxy car outline featuring stepped layers and broad, flat surfaces.",27,72
d50f601a-f889-4528-9dd2-78820d89cb34,Car with a stack of rectangular sections and prominent front ridges.,39,145
d50f601a-f889-4528-9dd2-78820d89cb34,"Geometric car silhouette with a flat top, layered segments, and tiered back.",10,29
d50f601a-f889-4528-9dd2-78820d89cb34,"A boxy car with a layered, rectangular structure, featuring a flat rooftop and staggered segments. Each section is aligned to form a compact, unified whole, marked by a vertically ridged front and evenly distributed components.",9,7
17a298c7-207e-4ab7-9e35-adfc76c04263,Compact car shape with layered components and square contours.,74,389,1
17a298c7-207e-4ab7-9e35-adfc76c04263,"Boxy car outline featuring stepped layers and broad, flat surfaces.",24,277
17a298c7-207e-4ab7-9e35-adfc76c04263,Car with a stack of rectangular sections and prominent front ridges.,14,34,1
17a298c7-207e-4ab7-9e35-adfc76c04263,"Geometric car silhouette with a flat top, layered segments, and tiered back.",18,69
17a298c7-207e-4ab7-9e35-adfc76c04263,"A boxy car with a layered, rectangular structure, featuring a flat rooftop and staggered segments. Each section is aligned to form a compact, unified whole, marked by a vertically ridged front and evenly distributed components.",1,5
f83ada28-6478-41d9-9118-f350df8ff674,Car with an elongated body and blocky shape.
f83ada28-6478-41d9-9118-f350df8ff674,"A vehicle featuring a compact, stepped profile and angular forms.",17,32,1
f83ada28-6478-41d9-9118-f350df8ff674,"Car with tiered top, defined linear edges, and protruding sides.",12,72
